,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,score,ranking,shortlisted,gender_c_agg_perceived_foreign_c
770,1869,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Deutsche Bank Sociedad Annima Espaola', 'start_date': 'April 2009', 'end_date': 'May 2022', 'role': 'Nationalinternational Trade Finance Technician', 'duration': '13 years, 1 months', 'duration_months': 157}]","['Resolutive', 'Teamwork', 'Spanish', 'Catalan', 'Communication']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.0,132,0,ManNo
771,1870,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Grupo Energetico', 'start_date': 'May 2009', 'end_date': 'Current', 'role': 'Administrative Assistant', 'duration': '15 years, 10 months', 'duration_months': 190}]","['Teamwork', 'Multitasking', 'English', 'Interpersonal Communications', 'Writing', 'Loans', 'Data Entry', 'Complex Problem Solving', 'Data Analysis', 'Customer Service', 'Management', 'Communications', 'Statistics', 'Spanish', 'Process Improvement', 'Composites', 'Business Correspondence', 'Catalan', 'Contract Drafting', 'Collections', 'Automation', 'Business Negotiation', 'Honestly', 'Stock Control', 'Punctuality', 'Dedication', 'Data Processing', 'Billing', 'Emergency Response', 'Operations', 'Feasibility Studies', 'Negotiation']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4347826086956521,118,0,ManNo
772,1870,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Grupo Energetico', 'start_date': 'May 2009', 'end_date': 'Current', 'role': 'Administrative Assistant', 'duration': '15 years, 10 months', 'duration_months': 190}]","['Teamwork', 'Multitasking', 'English', 'Interpersonal Communications', 'Writing', 'Loans', 'Data Entry', 'Complex Problem Solving', 'Data Analysis', 'Customer Service', 'Management', 'Communications', 'Statistics', 'Spanish', 'Process Improvement', 'Composites', 'Business Correspondence', 'Catalan', 'Contract Drafting', 'Collections', 'Automation', 'Business Negotiation', 'Honestly', 'Stock Control', 'Punctuality', 'Dedication', 'Data Processing', 'Billing', 'Emergency Response', 'Operations', 'Feasibility Studies', 'Negotiation']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.0188014101057579,131,0,ManNo
773,1871,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Atlas Servicios Empresariales Sa', 'start_date': 'July 2008', 'end_date': 'October 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Communications', 'Teamwork', 'Collections', 'Automation', 'English', 'Writing', 'Spanish', 'Honestly', 'Punctuality', 'Dedication', 'Catalan', 'Negotiation', 'Customer Service']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4535840188014101,108,0,ManNo
774,1871,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Atlas Servicios Empresariales Sa', 'start_date': 'July 2008', 'end_date': 'October 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Communications', 'Teamwork', 'Collections', 'Automation', 'English', 'Writing', 'Spanish', 'Honestly', 'Punctuality', 'Dedication', 'Catalan', 'Negotiation', 'Customer Service']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5321739130434783,20,0,ManNo
775,1874,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Hello Yachts Services Sl  Marine Industry  Yachts Agency  Barcelona', 'start_date': 'August 2022', 'end_date': 'April 2024', 'role': 'Office Manager', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Mannesmann Mobilfunk', 'start_date': 'September 2002', 'end_date': 'July 2022', 'role': 'Saleswoman', 'duration': '19 years, 10 months', 'duration_months': 238}]","['Collections', 'German', 'English', 'Troubleshooting', 'Organization', 'Microsoft Office', 'Sales', 'French', 'Accounting', 'Catalan', 'Customer Service', 'Administrative Support', 'Proactivity']",Man,Yes,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5217391304347826,30,0,ManYes
776,1874,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Hello Yachts Services Sl  Marine Industry  Yachts Agency  Barcelona', 'start_date': 'August 2022', 'end_date': 'April 2024', 'role': 'Office Manager', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Mannesmann Mobilfunk', 'start_date': 'September 2002', 'end_date': 'July 2022', 'role': 'Saleswoman', 'duration': '19 years, 10 months', 'duration_months': 238}]","['Collections', 'German', 'English', 'Troubleshooting', 'Organization', 'Microsoft Office', 'Sales', 'French', 'Accounting', 'Catalan', 'Customer Service', 'Administrative Support', 'Proactivity']",Man,Yes,3,[],"['Sales Assistant', 'Saleswoman', 'Commercial Advisor']",12,"['English', 'Spanish', 'Communications', 'Communication', 'Sales', 'Negotiation', 'Adaptability', 'Customer Relationship Management']",Man,No,0.5893719806763285,9,1,ManYes
777,1874,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Hello Yachts Services Sl  Marine Industry  Yachts Agency  Barcelona', 'start_date': 'August 2022', 'end_date': 'April 2024', 'role': 'Office Manager', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Mannesmann Mobilfunk', 'start_date': 'September 2002', 'end_date': 'July 2022', 'role': 'Saleswoman', 'duration': '19 years, 10 months', 'duration_months': 238}]","['Collections', 'German', 'English', 'Troubleshooting', 'Organization', 'Microsoft Office', 'Sales', 'French', 'Accounting', 'Catalan', 'Customer Service', 'Administrative Support', 'Proactivity']",Man,Yes,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4347826086956521,106,0,ManYes
778,1878,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Semacar', 'start_date': 'July 2019', 'end_date': 'November 2019', 'role': 'Traffic Manager Customer Service', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Qualividaexpofinques Diagonal', 'start_date': 'January 1992', 'end_date': 'June 2007', 'role': 'Real Estate Collaboratoradvisor', 'duration': '15 years, 5 months', 'duration_months': 185}]","['Resolutive', 'Teamwork', 'Microsoft Office', 'English', 'Rrss', 'Spanish', 'Front Office', 'Data Entry', 'Portuguese', 'French', 'Internet', 'Catalan', 'Communication', 'Real Estate']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5043478260869565,44,0,ManNo
779,1878,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Semacar', 'start_date': 'July 2019', 'end_date': 'November 2019', 'role': 'Traffic Manager Customer Service', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Qualividaexpofinques Diagonal', 'start_date': 'January 1992', 'end_date': 'June 2007', 'role': 'Real Estate Collaboratoradvisor', 'duration': '15 years, 5 months', 'duration_months': 185}]","['Resolutive', 'Teamwork', 'Microsoft Office', 'English', 'Rrss', 'Spanish', 'Front Office', 'Data Entry', 'Portuguese', 'French', 'Internet', 'Catalan', 'Communication', 'Real Estate']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5217391304347826,26,0,ManNo
780,1879,"[{'institution': 'Ies Brianda De Mendoza', 'start_date': 'September 2021', 'end_date': 'June 2023', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Blue Fish Group', 'start_date': 'January 2018', 'end_date': 'December 2018', 'role': 'Hotel Complex Receptionist', 'duration': '11 months', 'duration_months': 11}]",['Management'],Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.463768115942029,94,0,WomanNo
781,1879,"[{'institution': 'Ies Brianda De Mendoza', 'start_date': 'September 2021', 'end_date': 'June 2023', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Blue Fish Group', 'start_date': 'January 2018', 'end_date': 'December 2018', 'role': 'Hotel Complex Receptionist', 'duration': '11 months', 'duration_months': 11}]",['Management'],Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,0.6086956521739131,4,1,WomanNo
782,1883,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Jarquil Andalucia', 'start_date': 'January 1993', 'end_date': 'December 2006', 'role': 'Administrative In The Purchasing Department', 'duration': '13 years, 11 months', 'duration_months': 167}]","['Resolutive', 'Teamwork', 'Communications', 'Microsoft Excel', 'English', 'Construction', 'Spanish', 'Collaboration', 'Business Transformation', 'Purchasing', 'French', 'Catalan', 'Communication', 'Management']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4347826086956521,118,0,WomanNo
783,1883,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Jarquil Andalucia', 'start_date': 'January 1993', 'end_date': 'December 2006', 'role': 'Administrative In The Purchasing Department', 'duration': '13 years, 11 months', 'duration_months': 167}]","['Resolutive', 'Teamwork', 'Communications', 'Microsoft Excel', 'English', 'Construction', 'Spanish', 'Collaboration', 'Business Transformation', 'Purchasing', 'French', 'Catalan', 'Communication', 'Management']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4347826086956521,106,0,WomanNo
784,1891,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Hosp San Juan Grande', 'start_date': 'March 2008', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Teamwork', 'Microsoft Word', 'English', 'Writing', 'Loans', 'Complex Problem Solving', 'Immigration Law', 'Customer Service', 'Management', 'Statistics', 'Communications', 'Immigration Issues', 'Spanish', 'Social Networks', 'Catalan', 'Contract Drafting', 'Automation', 'Collections', 'Business Negotiation', 'Contract Negotiation', 'Filing', 'Planning', 'Honestly', 'Punctuality', 'Dedication', 'Negotiation']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4927536231884057,55,0,WomanNo
785,1891,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Hosp San Juan Grande', 'start_date': 'March 2008', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Teamwork', 'Microsoft Word', 'English', 'Writing', 'Loans', 'Complex Problem Solving', 'Immigration Law', 'Customer Service', 'Management', 'Statistics', 'Communications', 'Immigration Issues', 'Spanish', 'Social Networks', 'Catalan', 'Contract Drafting', 'Automation', 'Collections', 'Business Negotiation', 'Contract Negotiation', 'Filing', 'Planning', 'Honestly', 'Punctuality', 'Dedication', 'Negotiation']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.3478260869565217,107,0,WomanNo
786,1899,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Grupo Banco Santander', 'start_date': 'September 2007', 'end_date': 'April 2023', 'role': 'Analyst', 'duration': '15 years, 7 months', 'duration_months': 187}]","['Spanish', 'Communication', 'Catalan', 'French']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4897025171624714,59,0,WomanNo
787,1899,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Grupo Banco Santander', 'start_date': 'September 2007', 'end_date': 'April 2023', 'role': 'Analyst', 'duration': '15 years, 7 months', 'duration_months': 187}]","['Spanish', 'Communication', 'Catalan', 'French']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4961636828644501,47,0,WomanNo
788,1904,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Ministry Of Defense', 'start_date': 'January 2024', 'end_date': 'Current', 'role': 'Human Resources Administrator', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Accenture Gmbh', 'start_date': 'July 2020', 'end_date': 'September 2021', 'role': 'Hr Business Partner Specialist', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Fcc Construccion Peru Sac', 'start_date': 'July 2013', 'end_date': 'December 2016', 'role': 'Secretary Of Direction', 'duration': '3 years, 5 months', 'duration_months': 41}, {'institution': 'Admiral  Tecnomar  Group', 'start_date': 'July 2002', 'end_date': 'October 2012', 'role': 'Commercial Clerk', 'duration': '10 years, 3 months', 'duration_months': 123}]","['English', 'Troubleshooting', 'Organization', 'Management', 'Customer Service', 'Administrative Support']",Woman,Yes,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.0267558528428093,148,0,WomanYes
789,1904,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Ministry Of Defense', 'start_date': 'January 2024', 'end_date': 'Current', 'role': 'Human Resources Administrator', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Accenture Gmbh', 'start_date': 'July 2020', 'end_date': 'September 2021', 'role': 'Hr Business Partner Specialist', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Fcc Construccion Peru Sac', 'start_date': 'July 2013', 'end_date': 'December 2016', 'role': 'Secretary Of Direction', 'duration': '3 years, 5 months', 'duration_months': 41}, {'institution': 'Admiral  Tecnomar  Group', 'start_date': 'July 2002', 'end_date': 'October 2012', 'role': 'Commercial Clerk', 'duration': '10 years, 3 months', 'duration_months': 123}]","['English', 'Troubleshooting', 'Organization', 'Management', 'Customer Service', 'Administrative Support']",Woman,Yes,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4615384615384615,90,0,WomanYes
790,1906,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Loom Outlet', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Sales Assistant', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Deutsche Bank Sociedad Annima Espaola', 'start_date': 'April 2007', 'end_date': 'May 2022', 'role': 'Nationalinternational Trade Finance Technician', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Resolutive', 'Teamwork', 'English', 'Spanish', 'French', 'Catalan', 'Communication', 'Proactivity']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.0695652173913043,128,0,WomanNo
791,1906,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Loom Outlet', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Sales Assistant', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Deutsche Bank Sociedad Annima Espaola', 'start_date': 'April 2007', 'end_date': 'May 2022', 'role': 'Nationalinternational Trade Finance Technician', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Resolutive', 'Teamwork', 'English', 'Spanish', 'French', 'Catalan', 'Communication', 'Proactivity']",Woman,No,3,[],"['Sales Assistant', 'Saleswoman', 'Commercial Advisor']",12,"['English', 'Spanish', 'Communications', 'Communication', 'Sales', 'Negotiation', 'Adaptability', 'Customer Relationship Management']",Man,No,0.4968944099378882,23,0,WomanNo
792,1906,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Loom Outlet', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Sales Assistant', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Deutsche Bank Sociedad Annima Espaola', 'start_date': 'April 2007', 'end_date': 'May 2022', 'role': 'Nationalinternational Trade Finance Technician', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Resolutive', 'Teamwork', 'English', 'Spanish', 'French', 'Catalan', 'Communication', 'Proactivity']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4347826086956521,106,0,WomanNo
