,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c
1846,1846,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Dhl Loreal', 'start_date': 'March 2008', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Catalan', 'Spanish']",Woman,No
1847,1847,"[{'institution': 'La Salle Sacred Heart', 'start_date': 'January 2021', 'end_date': 'December 2023', 'degree': 'Middle Degree Management'}]","[{'institution': 'North And South Prefabricated Company', 'start_date': 'January 2005', 'end_date': 'December 2005', 'role': 'Saleswoman', 'duration': '11 months', 'duration_months': 11}]","['Teamwork', 'Multitasking', 'Computer Skills']",Woman,Yes
1849,1849,"[{'institution': 'Educational Guidance', 'start_date': 'January 2021', 'end_date': 'December 2021', 'degree': 'Master Secondary School Teacher'}, {'institution': 'Radboud University Nijmegen', 'start_date': 'January 2018', 'end_date': 'December 2018', 'degree': 'Master Of General Health Psychology'}, {'institution': 'Sevilla University', 'start_date': 'September 2011', 'end_date': 'July 2016', 'degree': 'Degree In Law'}]","[{'institution': 'Merca Euroasia Sl', 'start_date': 'June 2020', 'end_date': 'March 2022', 'role': 'Clerk', 'duration': '1 year, 9 months', 'duration_months': 21}]","['Communications', 'Microsoft Excel', 'Microsoft Word', 'Microsoft Office', 'English', 'Adobe Creative Suite', 'Collections', 'Spanish', 'Collaboration', 'Personnel Selection', 'Customer Service']",Man,No
1850,1850,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Grupo Energetico', 'start_date': 'May 2009', 'end_date': 'Current', 'role': 'Administrative Assistant', 'duration': '15 years, 10 months', 'duration_months': 190}]",['Automation'],Woman,No
1852,1852,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Max Planck Institute For Innovation And Competition', 'start_date': 'January 2024', 'end_date': 'Current', 'role': 'Human Resources Administrator', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Pallas Brothers Transportation', 'start_date': 'March 2009', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '14 years, 3 months', 'duration_months': 171}]","['Teamwork', 'Multitasking', 'Microsoft Word', 'English', 'Interpersonal Communications', 'Writing', 'Loans', 'Complex Problem Solving', 'Inventory Management', 'Insurance Policies', 'Computational Biology', 'Purchasing', 'Administrative Functions', 'Immigration Law', 'Customer Service', 'Management', 'Communications', 'Statistics', 'Italian - Intermediate B2.', 'Immigration Issues', 'Spanish', 'Contract Of Sale', 'Process Improvement', 'Composites', 'Corporate Communications', 'Social Networks', 'Digital Literacy', 'Catalan', 'Native Spanish.', 'Analytics', 'Contract Drafting', 'Automation', 'Collections', 'Business Negotiation', 'Filing', 'Planning', 'Administrative Law', 'Honestly', 'Stock Control', 'Punctuality', 'Dedication', 'Data Processing', 'Billing', 'Adaptability', 'Emergency Response', 'Coordinating', 'Urban Planning', 'Spanish Language', 'Negotiation']",Woman,No
1855,1855,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Eulen Special Employment Center Sa', 'start_date': 'April 2006', 'end_date': 'June 2021', 'role': 'Information Assistant', 'duration': '15 years, 2 months', 'duration_months': 182}]","['Teamwork', 'Creativity', 'Microsoft Office', 'English', 'Troubleshooting', 'Organization', 'Empathy', 'Spanish', 'Listening', 'Databases', 'Methodical', 'Customer Service', 'Administrative Support']",Man,No
1856,1856,"[{'institution': 'Ies Brianda De Mendoza', 'start_date': 'January 2019', 'end_date': 'December 2019', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Konecta', 'start_date': 'October 2017', 'end_date': 'November 2017', 'role': 'Teleoperator', 'duration': '1 months', 'duration_months': 1}]","['Valencian', 'English', 'Quality Control', 'Reconciliation', 'Accounting', 'Communication', 'Customer Service', 'Management', 'Spanish', 'Contasol', 'Java (Programming Language)', 'Assembly Lines', 'Catalan', 'Customer Support', 'Email', 'Microsoft Excel', 'Filing', 'Radio Frequency', 'Collections', 'Meticulous', 'French', 'Microsoft Office', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations']",Man,No
1857,1857,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Max Planck Institute For Innovation And Competition', 'start_date': 'January 2024', 'end_date': 'Current', 'role': 'Human Resources Administrator', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Gw Sa Electrotechnics', 'start_date': 'May 2013', 'end_date': 'February 2023', 'role': 'Accounting Professional', 'duration': '9 years, 9 months', 'duration_months': 117}, {'institution': 'Indoorwall Climbing Centers', 'start_date': 'January 2000', 'end_date': 'December 2005', 'role': 'Administrative', 'duration': '5 years, 11 months', 'duration_months': 71}]","['Planning', 'Cleanliness', 'Painting', 'Transmission']",Woman,No
1858,1858,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Tenths', 'start_date': 'November 2020', 'end_date': 'January 2021', 'role': 'Warehouse Worker', 'duration': '2 months', 'duration_months': 2}, {'institution': 'Factor Five', 'start_date': 'September 2020', 'end_date': 'October 2020', 'role': 'Warehouse', 'duration': '1 months', 'duration_months': 1}, {'institution': 'Mercedes Benz', 'start_date': 'June 2011', 'end_date': 'July 2011', 'role': 'Warehouse', 'duration': '1 months', 'duration_months': 1}, {'institution': 'Mijovi Shoe Warehouse Imu Electrical Installations', 'start_date': 'December 1984', 'end_date': 'February 2000', 'role': 'Shop', 'duration': '15 years, 2 months', 'duration_months': 182}]","['English', 'Quality Control', 'Justice', 'Customer Service', 'Administrative Support', 'Communications', 'Income Tax', 'Public Service', 'Stock Management', 'Spanish', 'Graphic Design', 'Java (Programming Language)', 'Sales', 'Binding', 'Radio Frequency', 'Installation', 'Troubleshooting', 'Organization', 'Technical Support', 'Drawing', 'French', 'Real Estate', 'Computer Science', 'Big Data', 'Graphic Arts']",Man,No
1860,1860,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Tenths', 'start_date': 'November 2007', 'end_date': 'January 2021', 'role': 'Warehouse Worker', 'duration': '13 years, 2 months', 'duration_months': 158}]","['Teamwork', 'Supply Chain', 'Microsoft Windows', 'Microsoft Word', 'English', 'Portuguese', 'Purchasing', 'Investments', 'Accounting', 'Customer Service', 'Management', 'Administrative Support', 'Mobility', 'Communications', 'Spanish', 'Collaboration', 'Risk Prevention', 'Learning Capacity', 'Sales', 'Mobile Data', 'Binding', 'Hospital Pharmacy', 'Troubleshooting', 'Organization', 'Massive (Software)', 'French', 'Big Data', 'Teaching']",Woman,No
1862,1862,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Atlas Servicios Empresariales Sa', 'start_date': 'July 2023', 'end_date': 'October 2023', 'role': 'Administrative Assistant', 'duration': '3 months', 'duration_months': 3}, {'institution': 'Dhl Loreal', 'start_date': 'March 2023', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '3 months', 'duration_months': 3}, {'institution': 'Leroy Merlin', 'start_date': 'August 2022', 'end_date': 'September 2022', 'role': 'Administrative Assistant', 'duration': '1 months', 'duration_months': 1}, {'institution': 'Governorate Of Quindo', 'start_date': 'June 2007', 'end_date': 'July 2022', 'role': 'Administrative  Project Management', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Corporate Social Responsibility', 'Teamwork', 'English', 'Agenda (Meeting)', 'Writing', 'Data Entry', 'Insurance Policies', 'Mechanical Drafting', 'Customer Service', 'Management', 'Statistics', 'Communications', 'Italian - Intermediate B2.', 'Spanish', 'Contract Of Sale', 'Corporate Communications', 'Catalan', 'Corporate Services', 'Collections', 'Automation', 'Planning', 'Honestly', 'Punctuality', 'Dedication', 'Billing', 'Coordinating', 'Proactivity', 'Microsoft Office', 'Negotiation', 'Text Processing']",Woman,No
1863,1863,"[{'institution': 'United', 'start_date': 'September 2018', 'end_date': 'July 2021', 'degree': 'Enabling Masters Degree For Access To The Legal Profession'}, {'institution': 'Sevilla University', 'start_date': 'September 2011', 'end_date': 'July 2016', 'degree': 'Degree In Law'}]","[{'institution': 'Potato Chips Maribel', 'start_date': 'August 2019', 'end_date': 'September 2019', 'role': 'Reinforcement Laborer', 'duration': '1 months', 'duration_months': 1}]","['Microsoft Word', 'English', 'Entrepreneurship', 'Literacy', 'Personnel Selection', 'Adobe Premiere Pro', 'Management', 'Problem Solving', 'Adobe Indesign', 'Electricity', 'Collaboration', 'Digital Literacy', 'Gmail', 'Microsoft Excel', 'Collections', 'Machine Learning', 'Microsoft Outlook', 'Maple (Software)', 'Personal Profiles', 'Social Integration', 'Adobe Photoshop', 'Microsoft Office', 'Adobe Creative Suite', 'Informatics', 'Microsoft Powerpoint']",Woman,No
1864,1864,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Holmes Place', 'start_date': 'September 2022', 'end_date': 'Current', 'role': 'Sales  Member Service Manager', 'duration': '2 years, 6 months', 'duration_months': 30}, {'institution': 'Jt Hiring Temporary Work Company Sl', 'start_date': 'October 2021', 'end_date': 'November 2021', 'role': 'Customer Service  Teleworking', 'duration': '1 months', 'duration_months': 1}, {'institution': 'Hotel Yatchthafen Residenz Hhe Dne', 'start_date': 'July 2016', 'end_date': 'May 2018', 'role': 'Receptionist', 'duration': '1 year, 10 months', 'duration_months': 22}, {'institution': 'Leroy Merlin', 'start_date': 'May 1988', 'end_date': 'December 2000', 'role': 'Warehouse Man', 'duration': '12 years, 7 months', 'duration_months': 151}]","['Resolutive', 'Teamwork', 'Multitasking', 'English', 'Accounting', 'Communication', 'Customer Service', 'Management', 'Problem Solving', 'Communications', 'Javascript (Programming Language)', 'Initiative', 'Codepen', 'Spanish', 'Social Networks', 'Responsibility', 'Catalan', 'Sales', 'Outsourcing', 'Creativity', 'Technical Support', 'Analytical Thinking', 'French', 'Adaptability', 'Proactivity', 'Github', 'Microsoft Office', 'German']",Woman,Yes
1867,1867,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Public Administration', 'start_date': 'January 2023', 'end_date': 'September 2023', 'role': 'Administrative', 'duration': '8 months', 'duration_months': 8}, {'institution': 'Cipa 2000 Caregen Sl', 'start_date': 'May 2006', 'end_date': 'January 2022', 'role': 'Administrative', 'duration': '15 years, 8 months', 'duration_months': 188}]","['Teamwork', 'Painting', 'Quality Control', 'English', 'Agenda (Meeting)', 'Planning', 'Installation', 'Cleanliness', 'Transmission', 'Purchasing', 'French', 'Data Analysis', 'Management']",Man,No
1869,1869,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Deutsche Bank Sociedad Annima Espaola', 'start_date': 'April 2009', 'end_date': 'May 2022', 'role': 'Nationalinternational Trade Finance Technician', 'duration': '13 years, 1 months', 'duration_months': 157}]","['Resolutive', 'Teamwork', 'Spanish', 'Catalan', 'Communication']",Man,No
1870,1870,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Grupo Energetico', 'start_date': 'May 2009', 'end_date': 'Current', 'role': 'Administrative Assistant', 'duration': '15 years, 10 months', 'duration_months': 190}]","['Teamwork', 'Multitasking', 'English', 'Interpersonal Communications', 'Writing', 'Loans', 'Data Entry', 'Complex Problem Solving', 'Data Analysis', 'Customer Service', 'Management', 'Communications', 'Statistics', 'Spanish', 'Process Improvement', 'Composites', 'Business Correspondence', 'Catalan', 'Contract Drafting', 'Collections', 'Automation', 'Business Negotiation', 'Honestly', 'Stock Control', 'Punctuality', 'Dedication', 'Data Processing', 'Billing', 'Emergency Response', 'Operations', 'Feasibility Studies', 'Negotiation']",Man,No
1871,1871,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Atlas Servicios Empresariales Sa', 'start_date': 'July 2008', 'end_date': 'October 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Communications', 'Teamwork', 'Collections', 'Automation', 'English', 'Writing', 'Spanish', 'Honestly', 'Punctuality', 'Dedication', 'Catalan', 'Negotiation', 'Customer Service']",Man,No
1873,1873,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Grupo Banco Santander', 'start_date': 'September 2007', 'end_date': 'April 2023', 'role': 'Analyst I', 'duration': '15 years, 7 months', 'duration_months': 187}]","['Swift (Programming Language)', 'Troubleshooting', 'Organization', 'Spanish', 'Italian', 'Operations', 'Registration', 'Customer Service', 'Administrative Support', 'Proactivity']",Woman,No
1874,1874,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Hello Yachts Services Sl  Marine Industry  Yachts Agency  Barcelona', 'start_date': 'August 2022', 'end_date': 'April 2024', 'role': 'Office Manager', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Mannesmann Mobilfunk', 'start_date': 'September 2002', 'end_date': 'July 2022', 'role': 'Saleswoman', 'duration': '19 years, 10 months', 'duration_months': 238}]","['Collections', 'German', 'English', 'Troubleshooting', 'Organization', 'Microsoft Office', 'Sales', 'French', 'Accounting', 'Catalan', 'Customer Service', 'Administrative Support', 'Proactivity']",Man,Yes
1875,1875,"[{'institution': 'United', 'start_date': 'September 2018', 'end_date': 'July 2021', 'degree': 'Enabling Masters Degree For Access To The Legal Profession'}, {'institution': 'Uned Distance Learning National University', 'start_date': 'September 2011', 'end_date': 'July 2016', 'degree': 'Degree In Law'}]","[{'institution': 'Yiu And Gabo Sl', 'start_date': 'August 2022', 'end_date': 'March 2023', 'role': 'Warehouse Waiter', 'duration': '7 months', 'duration_months': 7}]","['Outsourcing', 'Filing', 'Microsoft Office', 'Storage Management', 'Reconciliation', 'Microsoft Outlook', 'Integration', 'Maple (Software)', 'Machine Learning', 'French', 'Web Design', 'Microsoft Powerpoint']",Man,No
1876,1876,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Tawi Gmbh Kaarst', 'start_date': 'January 2020', 'end_date': 'Current', 'role': 'Finance And Administration Manager', 'duration': '5 years, 2 months', 'duration_months': 62}, {'institution': 'Kantar Shared Service Gmbh  Co Kg Formerly Tns Infratest', 'start_date': 'May 2006', 'end_date': 'March 2017', 'role': 'Hr Professional', 'duration': '10 years, 10 months', 'duration_months': 130}]","['Troubleshooting', 'Organization']",Woman,No
1878,1878,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Semacar', 'start_date': 'July 2019', 'end_date': 'November 2019', 'role': 'Traffic Manager Customer Service', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Qualividaexpofinques Diagonal', 'start_date': 'January 1992', 'end_date': 'June 2007', 'role': 'Real Estate Collaboratoradvisor', 'duration': '15 years, 5 months', 'duration_months': 185}]","['Resolutive', 'Teamwork', 'Microsoft Office', 'English', 'Rrss', 'Spanish', 'Front Office', 'Data Entry', 'Portuguese', 'French', 'Internet', 'Catalan', 'Communication', 'Real Estate']",Man,No
1879,1879,"[{'institution': 'Ies Brianda De Mendoza', 'start_date': 'September 2021', 'end_date': 'June 2023', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Blue Fish Group', 'start_date': 'January 2018', 'end_date': 'December 2018', 'role': 'Hotel Complex Receptionist', 'duration': '11 months', 'duration_months': 11}]",['Management'],Woman,No
1881,1881,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Lyreco', 'start_date': 'November 2020', 'end_date': 'January 2021', 'role': 'Warehouse Worker', 'duration': '2 months', 'duration_months': 2}, {'institution': 'Kiron', 'start_date': 'January 1991', 'end_date': 'December 2006', 'role': 'Administrative Secretary', 'duration': '15 years, 11 months', 'duration_months': 191}]","['Resolutive', 'Teamwork', 'Microsoft Windows', 'English', 'Spanish', 'French', 'Catalan', 'Communication']",Woman,No
1883,1883,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Jarquil Andalucia', 'start_date': 'January 1993', 'end_date': 'December 2006', 'role': 'Administrative In The Purchasing Department', 'duration': '13 years, 11 months', 'duration_months': 167}]","['Resolutive', 'Teamwork', 'Communications', 'Microsoft Excel', 'English', 'Construction', 'Spanish', 'Collaboration', 'Business Transformation', 'Purchasing', 'French', 'Catalan', 'Communication', 'Management']",Woman,No
1884,1884,"[{'institution': 'Malaga Labor University', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Akampaoh', 'start_date': 'May 2023', 'end_date': 'September 2023', 'role': 'Cleaning Services', 'duration': '4 months', 'duration_months': 4}]","['Communications', 'English', 'Stock Control', 'Accounting', 'Management']",Woman,Yes
1887,1887,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Housify', 'start_date': 'September 2019', 'end_date': 'February 2020', 'role': 'Online Real Estate Sales Manager', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Cliventa', 'start_date': 'June 2018', 'end_date': 'July 2019', 'role': 'Online Real Estate Sales Manager', 'duration': '1 year, 1 months', 'duration_months': 13}, {'institution': 'Rehau Gmbh', 'start_date': 'June 2001', 'end_date': 'November 2015', 'role': 'Lead Buyer', 'duration': '14 years, 5 months', 'duration_months': 173}]","['Microsoft Excel', 'Microsoft Word', 'Microsoft Powerpoint', 'English', 'Troubleshooting', 'Organization', 'Spanish', 'Management', 'French', 'Customer Service', 'Administrative Support']",Man,No
1888,1888,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Loom Outlet', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Sales Assistant', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Bomiorli', 'start_date': 'June 1984', 'end_date': 'October 1999', 'role': 'Industrial', 'duration': '15 years, 4 months', 'duration_months': 184}]","['Troubleshooting', 'Organization', 'Management', 'Customer Service', 'Administrative Support']",Man,No
1891,1891,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Hosp San Juan Grande', 'start_date': 'March 2008', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '15 years, 3 months', 'duration_months': 183}]","['Teamwork', 'Microsoft Word', 'English', 'Writing', 'Loans', 'Complex Problem Solving', 'Immigration Law', 'Customer Service', 'Management', 'Statistics', 'Communications', 'Immigration Issues', 'Spanish', 'Social Networks', 'Catalan', 'Contract Drafting', 'Automation', 'Collections', 'Business Negotiation', 'Contract Negotiation', 'Filing', 'Planning', 'Honestly', 'Punctuality', 'Dedication', 'Negotiation']",Woman,No
1893,1893,"[{'institution': 'Sabadell Industrial School Institute', 'start_date': 'January 2013', 'end_date': 'December 2015', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Norberto Gonzalez Sobrino Notary Office', 'start_date': 'March 2023', 'end_date': 'June 2023', 'role': 'Administrative Assistant Internship', 'duration': '3 months', 'duration_months': 3}]",['English'],Woman,No
1896,1896,"[{'institution': 'Ecat Llusa Cura Barcelona', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Xtiva City Council', 'start_date': 'June 2020', 'end_date': 'March 2021', 'role': 'Administrative', 'duration': '9 months', 'duration_months': 9}]","['Agenda (Meeting)', 'English', 'Transmission', 'French', 'Accounting', 'Management']",Woman,No
1897,1897,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Housify', 'start_date': 'September 2019', 'end_date': 'February 2020', 'role': 'Online Real Estate Sales Manager', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Cliventa', 'start_date': 'June 2018', 'end_date': 'July 2019', 'role': 'Online Real Estate Sales Manager', 'duration': '1 year, 1 months', 'duration_months': 13}, {'institution': 'Qualividaexpofinques Diagonal', 'start_date': 'January 2009', 'end_date': 'September 2009', 'role': 'Recruiter And Real Estate Agent', 'duration': '8 months', 'duration_months': 8}, {'institution': 'Grupasa Rbla Catalunya', 'start_date': 'January 1989', 'end_date': 'August 2003', 'role': 'Real Estate Advisor', 'duration': '14 years, 7 months', 'duration_months': 175}]","['Microsoft Word', 'English', 'Troubleshooting', 'Organization', 'Front Office', 'Real Estate', 'Whatsapp', 'Customer Relationship Management', 'French', 'Google Ads', 'Catalan', 'Customer Service', 'Administrative Support']",Man,No
1899,1899,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Grupo Banco Santander', 'start_date': 'September 2007', 'end_date': 'April 2023', 'role': 'Analyst', 'duration': '15 years, 7 months', 'duration_months': 187}]","['Spanish', 'Communication', 'Catalan', 'French']",Woman,No
1900,1900,"[{'institution': 'Universistat Abat Oliba', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Master Of International Business'}, {'institution': 'Ecat Llusa Cura Barcelona', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Amazon', 'start_date': 'October 2022', 'end_date': 'November 2022', 'role': 'Warehouse Worker', 'duration': '1 months', 'duration_months': 1}]","['Communications', 'English', 'Stock Control', 'Visual Design', 'Accounting', 'Sourcing', 'Negotiation', 'Benchmarking', 'Management']",Man,No
1902,1902,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Sbb Group Ag', 'start_date': 'October 2019', 'end_date': 'September 2022', 'role': 'Specialist management', 'duration': '2 years, 11 months', 'duration_months': 35}, {'institution': 'Cava R Canals Canals Sa', 'start_date': 'October 2008', 'end_date': 'February 2013', 'role': 'Export Coordinator', 'duration': '4 years, 4 months', 'duration_months': 52}, {'institution': 'Mannesmann Mobilfunk', 'start_date': 'January 1987', 'end_date': 'December 1994', 'role': 'Sales Representative', 'duration': '7 years, 11 months', 'duration_months': 95}]","['Resolutive', 'Teamwork', 'Microsoft Word', 'German', 'English', 'Spanish', 'Italian', 'French', 'Catalan', 'Communication', 'Management']",Woman,No
1903,1903,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Enrique Campos  Auditores', 'start_date': 'June 2023', 'end_date': 'October 2023', 'role': 'Administrative', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Schrder Socelec Sa', 'start_date': 'June 2003', 'end_date': 'July 2018', 'role': 'Specialist Operator', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Painting', 'Quality Control', 'Installation', 'Planning', 'Brakes', 'Cleanliness', 'File Management', 'Transmission', 'French', 'Management']",Man,No
1904,1904,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Ministry Of Defense', 'start_date': 'January 2024', 'end_date': 'Current', 'role': 'Human Resources Administrator', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Accenture Gmbh', 'start_date': 'July 2020', 'end_date': 'September 2021', 'role': 'Hr Business Partner Specialist', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Fcc Construccion Peru Sac', 'start_date': 'July 2013', 'end_date': 'December 2016', 'role': 'Secretary Of Direction', 'duration': '3 years, 5 months', 'duration_months': 41}, {'institution': 'Admiral  Tecnomar  Group', 'start_date': 'July 2002', 'end_date': 'October 2012', 'role': 'Commercial Clerk', 'duration': '10 years, 3 months', 'duration_months': 123}]","['English', 'Troubleshooting', 'Organization', 'Management', 'Customer Service', 'Administrative Support']",Woman,Yes
1906,1906,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Loom Outlet', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Sales Assistant', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Deutsche Bank Sociedad Annima Espaola', 'start_date': 'April 2007', 'end_date': 'May 2022', 'role': 'Nationalinternational Trade Finance Technician', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Resolutive', 'Teamwork', 'English', 'Spanish', 'French', 'Catalan', 'Communication', 'Proactivity']",Woman,No
1908,1908,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Die Mobiliar', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Procurement System Specialist', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Sbb Group Ag', 'start_date': 'October 2008', 'end_date': 'September 2022', 'role': 'Specialist management', 'duration': '13 years, 11 months', 'duration_months': 167}]","['Jira', 'Resolutive', 'Teamwork', 'System Requirements', 'English', 'Spanish', 'Project Management', 'Agile Software Development', 'Social Media', 'Italian', 'Global Sourcing', 'Web Design', 'Schema Therapy', 'French', 'Catalan', 'Communication', 'Change Management']",Woman,No
